Stock,Date,Time,Open,Close,Change (%),Market Cap
TCS.NS,2025-09-29,16:05:21,2916.0,2896.1,-0.68,Large Cap
INFY.NS,2025-09-29,16:05:21,1460.0,1441.8,-1.25,Large Cap
SBIN.NS,2025-09-29,16:05:21,858.05,870.75,1.48,Large Cap
AXISBANK.NS,2025-09-29,16:05:21,1155.4,1132.2,-2.01,Large Cap
KOTAKBANK.NS,2025-09-29,16:05:21,1995.9,1991.6,-0.22,Large Cap
HINDZINC.NS,2025-09-29,16:05:21,455.8,466.15,2.27,Mid Cap
SOLARINDS.NS,2025-09-29,16:05:21,13875.0,13545.0,-2.38,Mid Cap
MAZDOCK.NS,2025-09-29,16:05:21,2827.6,2751.1,-2.71,Mid Cap
HDFCAMC.NS,2025-09-29,16:05:21,5621.5,5623.0,0.03,Mid Cap
MAXHEALTH.NS,2025-09-29,16:05:21,1134.6,1112.0,-1.99,Mid Cap
CUMMINSIND.NS,2025-09-29,16:05:21,3947.6,3994.2,1.18,Mid Cap
OSWALPUMPS.NS,2025-09-29,16:05:21,727.9,730.4,0.34,Small Cap
SWARAJENG.NS,2025-09-29,16:05:21,4090.9,4050.7,-0.98,Small Cap
LAURUSLABS.NS,2025-09-29,16:05:21,833.4,840.95,0.91,Small Cap
KAYNES.NS,2025-09-29,16:05:21,7399.0,7050.5,-4.71,Small Cap
GCSL.NS,2025-09-29,16:05:21,255.0,249.35,-2.22,Small Cap
RELIANCE.NS,2025-09-30,09:20:15,1377.1,1372.3,-0.35,Large Cap
TCS.NS,2025-09-30,09:20:15,2911.0,2907.0,-0.14,Large Cap
INFY.NS,2025-09-30,09:20:15,1443.0,1443.5,0.03,Large Cap
SBIN.NS,2025-09-30,09:20:15,869.95,870.25,0.03,Large Cap
AXISBANK.NS,2025-09-30,09:20:15,1130.0,1136.1,0.54,Large Cap
KOTAKBANK.NS,2025-09-30,09:20:15,2004.0,2007.2,0.16,Large Cap
HINDZINC.NS,2025-09-30,09:20:15,469.15,474.8,1.2,Mid Cap
SOLARINDS.NS,2025-09-30,09:20:15,13545.0,13577.0,0.24,Mid Cap
MAZDOCK.NS,2025-09-30,09:20:15,2756.0,2773.3,0.63,Mid Cap
HDFCAMC.NS,2025-09-30,09:20:15,5605.0,5570.0,-0.62,Mid Cap
MAXHEALTH.NS,2025-09-30,09:20:15,1115.7,1112.6,-0.28,Mid Cap
CUMMINSIND.NS,2025-09-30,09:20:15,4000.7,3958.4,-1.06,Mid Cap
OSWALPUMPS.NS,2025-09-30,09:20:15,733.05,731.85,-0.16,Small Cap
SWARAJENG.NS,2025-09-30,09:20:15,4064.9,4073.5,0.21,Small Cap
LAURUSLABS.NS,2025-09-30,09:20:15,841.0,837.95,-0.36,Small Cap
KAYNES.NS,2025-09-30,09:20:15,7120.0,7076.0,-0.62,Small Cap
GCSL.NS,2025-09-30,09:20:15,251.95,250.8,-0.46,Small Cap
RELIANCE.NS,2025-09-30,16:04:56,1377.1,1364.0,-0.95,Large Cap
TCS.NS,2025-09-30,16:04:56,2911.0,2888.4,-0.78,Large Cap
INFY.NS,2025-09-30,16:04:56,1443.0,1441.8,-0.08,Large Cap
SBIN.NS,2025-09-30,16:04:56,869.95,872.45,0.29,Large Cap
AXISBANK.NS,2025-09-30,16:04:56,1130.0,1131.6,0.14,Large Cap
KOTAKBANK.NS,2025-09-30,16:04:56,2004.0,1992.7,-0.56,Large Cap
HINDZINC.NS,2025-09-30,16:04:56,469.15,482.45,2.83,Mid Cap
SOLARINDS.NS,2025-09-30,16:04:56,13545.0,13326.0,-1.62,Mid Cap
MAZDOCK.NS,2025-09-30,16:04:56,2756.0,2761.5,0.2,Mid Cap
HDFCAMC.NS,2025-09-30,16:04:56,5605.0,5532.5,-1.29,Mid Cap
MAXHEALTH.NS,2025-09-30,16:04:56,1115.7,1114.7,-0.09,Mid Cap
CUMMINSIND.NS,2025-09-30,16:04:56,4000.7,3926.5,-1.85,Mid Cap
OSWALPUMPS.NS,2025-09-30,16:04:56,733.05,722.0,-1.51,Small Cap
SWARAJENG.NS,2025-09-30,16:04:56,4064.9,4134.6,1.71,Small Cap
LAURUSLABS.NS,2025-09-30,16:04:56,841.0,841.8,0.1,Small Cap
KAYNES.NS,2025-09-30,16:04:56,7120.0,7052.0,-0.96,Small Cap
GCSL.NS,2025-09-30,16:04:56,251.95,250.1,-0.73,Small Cap
RELIANCE.NS,2025-10-01,09:26:26,1367.0,1373.8,0.5,Large Cap
TCS.NS,2025-10-01,09:26:26,2891.0,2888.6,-0.08,Large Cap
INFY.NS,2025-10-01,09:26:26,1446.0,1432.7,-0.92,Large Cap
SBIN.NS,2025-10-01,09:26:26,872.3,873.9,0.18,Large Cap
AXISBANK.NS,2025-10-01,09:26:26,1132.5,1137.2,0.42,Large Cap
KOTAKBANK.NS,2025-10-01,09:26:26,1986.0,1998.7,0.64,Large Cap
HINDZINC.NS,2025-10-01,09:26:26,485.1,486.9,0.37,Mid Cap
SOLARINDS.NS,2025-10-01,09:26:26,13210.0,13339.0,0.98,Mid Cap
MAZDOCK.NS,2025-10-01,09:26:26,2770.0,2775.8,0.21,Mid Cap
HDFCAMC.NS,2025-10-01,09:26:26,5524.0,5553.5,0.53,Mid Cap
MAXHEALTH.NS,2025-10-01,09:26:26,1119.7,1110.4,-0.83,Mid Cap
CUMMINSIND.NS,2025-10-01,09:26:26,3926.0,3930.0,0.1,Mid Cap
OSWALPUMPS.NS,2025-10-01,09:26:26,727.6,724.3,-0.45,Small Cap
SWARAJENG.NS,2025-10-01,09:26:26,4166.5,4131.6,-0.84,Small Cap
LAURUSLABS.NS,2025-10-01,09:26:26,845.0,854.0,1.07,Small Cap
KAYNES.NS,2025-10-01,09:26:26,7086.0,7151.0,0.92,Small Cap
GCSL.NS,2025-10-01,09:26:26,252.0,249.4,-1.03,Small Cap
RELIANCE.NS,2025-10-01,16:04:22,1367.0,1368.7,0.12,Large Cap
TCS.NS,2025-10-01,16:04:22,2891.0,2914.2,0.8,Large Cap
INFY.NS,2025-10-01,16:04:22,1446.0,1445.8,-0.01,Large Cap
SBIN.NS,2025-10-01,16:04:22,872.3,864.1,-0.94,Large Cap
AXISBANK.NS,2025-10-01,16:04:22,1132.5,1159.5,2.38,Large Cap
KOTAKBANK.NS,2025-10-01,16:04:22,1986.0,2063.3,3.89,Large Cap
HINDZINC.NS,2025-10-01,16:04:22,485.1,481.35,-0.77,Mid Cap
SOLARINDS.NS,2025-10-01,16:04:22,13210.0,13374.0,1.24,Mid Cap
MAZDOCK.NS,2025-10-01,16:04:22,2770.0,2841.6,2.58,Mid Cap
HDFCAMC.NS,2025-10-01,16:04:22,5524.0,5555.5,0.57,Mid Cap
MAXHEALTH.NS,2025-10-01,16:04:22,1119.7,1113.2,-0.58,Mid Cap
CUMMINSIND.NS,2025-10-01,16:04:22,3926.0,3849.0,-1.96,Mid Cap
OSWALPUMPS.NS,2025-10-01,16:04:22,727.6,733.7,0.84,Small Cap
SWARAJENG.NS,2025-10-01,16:04:22,4166.5,4129.7,-0.88,Small Cap
LAURUSLABS.NS,2025-10-01,16:04:22,845.0,872.0,3.2,Small Cap
KAYNES.NS,2025-10-01,16:04:22,7086.0,7157.0,1.0,Small Cap
GCSL.NS,2025-10-01,16:04:22,252.0,250.35,-0.65,Small Cap
RELIANCE.NS,2025-10-02,09:18:29,1367.0,1368.7,0.12,Large Cap
TCS.NS,2025-10-02,09:18:29,2891.0,2914.2,0.8,Large Cap
INFY.NS,2025-10-02,09:18:29,1446.0,1445.8,-0.01,Large Cap
SBIN.NS,2025-10-02,09:18:29,872.3,864.1,-0.94,Large Cap
AXISBANK.NS,2025-10-02,09:18:29,1132.5,1159.5,2.38,Large Cap
KOTAKBANK.NS,2025-10-02,09:18:29,1986.0,2063.3,3.89,Large Cap
HINDZINC.NS,2025-10-02,09:18:29,485.1,481.35,-0.77,Mid Cap
SOLARINDS.NS,2025-10-02,09:18:29,13210.0,13374.0,1.24,Mid Cap
MAZDOCK.NS,2025-10-02,09:18:29,2770.0,2841.6,2.58,Mid Cap
HDFCAMC.NS,2025-10-02,09:18:29,5524.0,5555.5,0.57,Mid Cap
MAXHEALTH.NS,2025-10-02,09:18:29,1119.7,1113.2,-0.58,Mid Cap
CUMMINSIND.NS,2025-10-02,09:18:29,3926.0,3849.0,-1.96,Mid Cap
OSWALPUMPS.NS,2025-10-02,09:18:29,727.6,733.7,0.84,Small Cap
SWARAJENG.NS,2025-10-02,09:18:29,4166.5,4129.7,-0.88,Small Cap
LAURUSLABS.NS,2025-10-02,09:18:29,845.0,872.0,3.2,Small Cap
KAYNES.NS,2025-10-02,09:18:29,7086.0,7157.0,1.0,Small Cap
GCSL.NS,2025-10-02,09:18:29,252.0,250.35,-0.65,Small Cap
